content,publish_time,like_numlocation,forward_num,comment_num
我觉得人不仅要面对别人的劣根性也要面对自己的劣根性，这样就不会被自己的劣根性牵着鼻子走。很多人为什么稀里糊涂的做了让自己后悔的事情，就是因为对自己的本质没有认知。人和狗都是需要训练的，包括自己也是一样。  ,2023-10-31 06:27,14,3,0
:我真的有些时候听不出来一些人在炫耀，但会觉得这个人语气怪怪的，我会猜他应该是在炫耀，但是炫耀的事情有点可怜。譬如我以前戴隐形眼镜的时候，买的都是半月抛当周抛带。然后那个时候跟我姐到香港她一个亲戚家玩两天，那个亲戚是屈臣氏的柜员，然后看我一个小屁孩大手大脚刷我爸的信用卡可能觉得不爽了，因为好不容易混到香港住格子间，没想到被内地土逼摆了一道，并没有人觉得他们更高级（而且他们也不会说英文，买东西的时候就很好笑）。然后我带隐形的时候问我这是什么抛，我说半月抛，她就很骄傲的说我是日抛。我因为也不是自己付钱，我不知道价格，完全是参照当时医生建议。但是我觉得她的态度很奇怪，后来听说是有人觉得日抛贵，才反应过来这人可能是在炫耀。,2023-11-22 15:21,7,3,3
看了一个自称yc女小号，很好笑，她说yc竞争激烈连范冰冰来了都出不了台。这种女的跟那种大街上看到美女说人家不值3000的屌丝男的是不是同一波人。,2023-11-08 07:41,4,3,2
不对，老胡好像是局级  ,2023-12-07 15:46,1,3,3
:我妈最近跟我讲了一个单位上的八卦，就是有一个女的被家里的大狗咬成重伤，处理方式就是把狗送去学校培训一个月。结果送回来之后狗又把保姆咬成重伤，这次又把狗送去培训。这个女的抱怨家里人认为狗比人重要，狗屡次伤人最后都只是送去培训。我说这个女的的婆家是不是条件比她好很多？我妈说是。我说非要留狗的人是她婆家人吧。我妈说是。很多人嫁个有钱人你连狗的地位都不如，更不如保姆。因为保姆是劳动公司的，现在要索赔起诉。她被咬就只有算了。说白了你婆家对狗的重视程度都大于对你的重视程度，关键是你的意见都是屁。,2023-11-19 23:55,16,3,3
Being a 低敏人 be like：被骂了十年了突然觉得好委屈  ,2023-12-02 11:40,5,3,5
应该把好多匿名小号拿出来实名，那种蛆和stalker，以前还要去找派出所给新浪发函调出这个人的个人信息，现在方便了。  ,2023-10-16 06:50,0,3,0
:我觉得见多了很多人说的一些凡尔赛的话真的体现出的privilege是很吓人的。比如我去同学实验室参观，这人说：我发现是个人都跟谷歌有关系。这个人后来去openai也完全不是像那些苦大仇深湾区码工刷leetcode，他真的也是从来没刷过。他就是很顺其自然就进去了。他说“是个人都能进谷歌”完全是他们系的现状，也不是在吹牛逼，因为真的随便抓一个人就是这样。你觉得他不配吗？他很配，他能力就是这样的。你觉得一般人找个谷歌的码工工作很苦，但是他一点也不苦，他可能还把这个当作备选。你能说啥呢，人家就是天生在这个位置，爸妈也是985计算机教授，上学的时候也不是刷题家，也不是鸡娃，完了还这样，闭着眼一年一百万刀。,2023-11-23 05:54,6,3,0
我讲说一线城市土著，除了北京都没有这个爱吹牛逼装大尾巴狼的问题；譬如菜菜讲上海本地男：三黄鸡：瘦瘦小小一只，有个窝。  ,2023-12-06 17:37,8,3,3
好多老婆就是根本不愿意面对自己老公根本不爱自己的事实，实际上你老公要是爱你那也真是见了鬼，性生活一年个位数，平时根本除了吵架没有几句话，你老公出轨根本就是因为不爱你，根本不在乎你。说实话要是一个人真的爱对方，他就算出轨了他都要每天做噩梦。  ,2023-10-11 00:57,3,3,0
曲姐说男的就是喜欢抢，比女的还喜欢抢，真是这样，男的就是贱，而且很喜欢挖墙角，最喜欢挖亲哥们儿的墙角，尤其喜欢挖比自己牛掰的自己大哥女人的墙角，比自己牛掰的男的，他雄竞拼不过，就拼命挖墙角，这样他就觉得自己胜利了。男的真的见得要死。  ,2023-11-22 04:43,11,3,0
那种yy自己三从四德就能高嫁的都是梦女，还没人要她，先自己缠足，梦想成为姑奶奶预备役，守身如玉四十年  ,2023-10-25 05:28,2,3,0
男的去pc，很简单，就是这个男的脑子里就不尊重女性。他不尊重外面的女的你还指望他尊重家里这个女的？你还给他第二次机会，有啥好给的？他不过是把你当成一个好糊弄的傻x。  ,2023-12-07 07:56,29,3,3
:曲姐说关系的本质是交换，这件事我我觉得很多人应该学会有这种认知（很多人说实话，现实生活中没有）。我最近除了学业上工作上的，还有很多来自家庭的压力。就是我发现，一些自己混得很差，非常糟糕的人，居然认为，我过的比他好，就是欠他的。因为这人说自己没有找我们借钱，很委屈，意思是我们应该给他钱。我就很纳闷，这么多年来我们帮你们解决的破事还不够多？我以为你应该是心怀感激的，没想到这些人内心的想法居然是这样的。很多人不认为关系的本质是交换的原因是，他觉得别人应该单方面无条件给他付出，这样他就可以不付出了，这是一种非常好笑的脑残行为，其实他脑子里就是极度自私。这跟他理想化的认为关系不应该是物质的，爱应该是无条件的没有关系，因为这其实就是给他肮脏恶劣且猥琐的内心（自私），打上的一个好听的掩护，类似我之所以做害人的事情是因为我无知和单纯，你不应该破坏我的单纯，所以你就应该继续让我吸血，不应该让我为自己犯下的错误负责任。我这么单纯的人怎么会了解做事情还有后果呢？你怎么可以这么残忍的让我负责任呢。,2023-12-14 05:39,6,3,0
我对男的很假很mean很无视这件事居然也能让一些男的看上我，让我觉得这些男的真的不配被好好的爱  ,2023-12-20 02:32,0,3,0
:我个人对于嫉妒心也是常做斗争，我后来对嫉妒心控制很好的原因是因为，我年纪渐长之后发现，嫉妒别人是没有用的，而且损害我的人际关系。比如会影响我欣赏那些真的很优秀的人。对于优秀的人，我觉得放下嫉妒心与之打交道进行连接成为朋友，比站在不仅不远的地方以一种嫉妒的心态看待别人好的多。两性关系里的嫉妒心更是这样，如果这个男的让我对另外一个异性有嫉妒心，有两种可能：1.他们之间有什么。这说明这个男的有问题，我要换掉，而不是纯纯在这里什么都不做。2.他们之间没什么。那这就说明我自己嫉妒人家纯粹有病。这两种可能都导致的结果都是嫉妒心不会持续很久。嫉妒心本身是动物性。一些不会引导控制自己的人，就会沉浸在这种感觉里无法自拔，做很多令自己后悔的低级行为。,2023-11-20 05:54,25,2,0
我这个朋友她也不是那种没经历过男人没谈过恋爱的（可能没有什么真的深度交往），但是她从十年前美本期间就开始被white trash性qin犯了。也是对方sweet talk她into it完了因为男的实在太垃圾了后悔。我觉得她一而再再而三这样就是有疾病需要治疗。  ,2023-10-24 06:34,10,2,5
一个高知女性，如果长得难看就会被妖魔化说是丑学霸（参见之前有个人比较“素颜女教授”to 狗头萝莉），如果长得漂亮就会被妄加揣测学术妲己，难道不是因为国内学术界对女性更加苛刻。我他妈也不想回国。  ,2023-11-07 03:43,12,2,0
有听了一个曲姐连麦让我无语这些女的，给她画饼，就算是给你钱或者给你点好处也好啊，居然一个穷屌丝拿“确立关系”来给你画饼，你是多想跟这个一穷二白的屌丝终身绑定啊。男的就这么高贵啊，拼命给一个穷屌丝情绪价值疯狂舔，人家的屌是金子做的？  ,2023-11-22 01:17,4,2,0
:其实看待现实理智冷静跟爱不爱吃情绪价值没有关系。比如我平时甜言蜜语，不光是为了哄老公，也是因为我自己喜欢演，我喜欢这种黏拉吧唧肉麻的两性关系，我不喜欢那种性缩力极强的传统老钟式关系，我觉得那种还不如不搞，丑男不如没有，性生活没有高潮不如不要。主要区别是我对那种关系当中的幻想就觉得很下头。很多人现实生活中就是什么语言都没有，就是自己在幻想出来的浪漫关系，对方跟他吃饭期间毫无交流，然后她满脑子都是粉色泡泡。我对这种事情就觉得很下头。假装出来的甜言蜜语是没有感染力的，假装出来的幸福感是很浅薄空虚的。生活是一场戏那你也要每时每刻投入去演才能获得乐趣最大化。演到死了，你的一辈子的幸福就是真实的了。,2023-12-06 04:05,9,2,0
我以后看谁在我面前说男的给她涨了认知了一律拉黑，妈的丢不丢人，天哪，不能再便宜了  ,2023-12-15 04:38,6,2,0
有同学跟了个大牛实验室一篇一作都没有全是collaboration结果全是cns citation过五千对我来说也是极其眼红的privilege。  ,2023-11-23 13:49,2,2,0
